"","Age","State","Posts","Views","Duration","Authors","AuthorExperience","DeletedPosts","Forum","AuthorBanned"
"3010",2960,"open",3,639,0,4,1094,0,"Medicine","not banned"
"3011",3155,"open",10,776,1,4,333,0,"Science","not banned"
"3012",3511,"open",10,675,1,8,16,0,"Discussion","not banned"
"3013",3291,"open",1,549,0,3,137,0,"Science","not banned"
"3014",281,"open",8,233,0,5,518,0,"Misc","not banned"
"3015",3450,"closed",100,4051,9,18,256,0,"Science","not banned"
"3016",1617,"open",2,2391,4,2,40,0,"Science","not banned"
"3017",3773,"open",49,6809,6,7,113,0,"Science","not banned"
"3018",2760,"open",11,589,3,7,990,0,"Discussion","not banned"
"3019",1985,"closed",1,578,1,2,1,0,"Misc","banned"
"3020",329,"open",12,358,6,11,0,0,"Discussion","not banned"
"3021",3808,"open",7,1069,88,8,390,0,"Science","not banned"
"3022",3730,"closed",7,684,0,9,87,0,"Science","not banned"
"3023",3169,"open",6,756,2,4,0,0,"Science","not banned"
"3024",3,"open",20,284,1,13,9,0,"Misc","not banned"
"3025",1253,"open",4,885,1,4,0,0,"Science","not banned"
"3026",1447,"open",0,287,0,2,710,0,"Science","not banned"
"3027",2539,"open",2,833,25,4,343,0,"Science","not banned"
"3028",2189,"open",10,13904,18,9,783,0,"Science","not banned"
"3029",3446,"open",3,612,1,5,1,0,"Science","not banned"
"3030",2817,"open",6,420,1,6,933,1,"Discussion","not banned"
"3031",1969,"open",1,388,1,2,838,0,"Discussion","not banned"
"3032",689,"open",2,778,1,3,351,0,"Math","not banned"
"3033",3298,"open",4,699,0,3,204,0,"Science","not banned"
"3034",1018,"open",5,606,1,5,1311,0,"Math","not banned"
"3035",3293,"open",11,2822,1,5,155,0,"Science","not banned"
"3036",3541,"open",8,916,38,5,213,1,"Science","not banned"
"3037",554,"open",1,334,2,2,1437,0,"Science","not banned"
"3038",3793,"open",25,1321,3,15,31,0,"Science","not banned"
"3039",3813,"open",2,470,0,3,120,0,"Discussion","not banned"
"3040",2541,"open",14,739,55,9,178,0,"Discussion","not banned"
"3041",1257,"open",0,913,0,2,0,0,"Science","not banned"
"3042",1801,"open",11,847,9,5,266,0,"Science","not banned"
"3043",2566,"open",34,1469,44,11,41,1,"Science","not banned"
"3044",2807,"open",9,623,30,8,874,0,"Science","not banned"
"3045",2549,"open",1,1169,12,2,0,0,"Medicine","not banned"
"3046",631,"open",0,364,18,2,0,0,"Homework","not banned"
"3047",2211,"open",0,481,0,2,2,0,"Science","not banned"
"3048",1381,"open",2,983,3,4,1,0,"Science","not banned"
"3049",4326,"open",3,1093,13,3,224,0,"Discussion","not banned"
"3050",2789,"closed",30,1163,10,7,25,0,"Discussion","not banned"
"3051",425,"open",0,250,2,2,0,0,"Homework","not banned"
"3052",62,"open",19,518,31,7,1480,0,"Misc","not banned"
"3053",3113,"open",1,451,0,2,170,0,"Math","not banned"
"3054",2761,"open",4,2406,1,4,46,0,"Science","not banned"
"3055",29,"open",1,128,2,2,620,0,"Misc","not banned"
"3056",814,"open",2,323,2,2,0,0,"Science","not banned"
"3057",2295,"open",3,463,0,4,292,0,"Math","not banned"
"3058",4165,"open",41,1052,26,12,0,0,"Misc","not banned"
"3059",1471,"open",1,391,13,3,0,0,"Homework","not banned"
"3060",521,"open",3,2143,54,4,23,0,"Homework","not banned"
"3061",2766,"open",12,611,0,9,778,0,"Discussion","not banned"
"3062",261,"open",4,341,5,4,83,0,"Math","not banned"
"3063",3241,"open",3,476,0,4,186,0,"Science","not banned"
"3064",1721,"open",1,616,105,3,1,0,"Science","not banned"
"3065",2238,"open",34,1598,2,11,1512,0,"Discussion","not banned"
"3066",1006,"open",29,1105,14,7,3,0,"Discussion","not banned"
"3067",988,"open",12,813,8,9,11,0,"Speculation","banned"
"3068",601,"open",1,449,0,2,0,0,"Homework","not banned"
"3069",1507,"open",31,2543,76,16,2310,0,"Science","not banned"
"3070",1415,"open",5,1569,8,4,215,0,"Science","not banned"
"3071",3751,"open",19,1651,3,8,27,0,"Science","not banned"
"3072",2558,"open",1,644,1,3,249,0,"Science","not banned"
"3073",1944,"open",51,2370,5,11,1600,0,"Discussion","not banned"
"3074",3915,"open",33,2102,2,7,77,0,"Misc","not banned"
"3075",1985,"open",3,518,5,4,0,1,"Math","not banned"
"3076",3788,"open",7,894,4,6,16,0,"Math","not banned"
"3077",1045,"open",2,772,0,3,7,0,"Science","not banned"
"3078",771,"open",27,1149,2,11,3046,0,"Discussion","not banned"
"3079",1494,"open",2,1855,0,2,0,0,"Math","not banned"
"3080",3000,"open",102,3934,5,28,770,10,"Discussion","not banned"
"3081",2057,"open",39,1878,40,30,0,0,"Discussion","not banned"
"3082",3274,"open",24,25453,1160,8,0,0,"Science","not banned"
"3083",1770,"open",3,364,2,5,0,0,"Science","not banned"
"3084",3212,"open",11,421,1,8,676,0,"Discussion","not banned"
"3085",2193,"open",1,3628,0,2,137,0,"Speculation","not banned"
"3086",435,"open",3,395,0,3,883,0,"Math","not banned"
"3087",1592,"open",1,392,1,3,834,0,"Science","not banned"
"3088",1393,"open",4,1864,1,3,0,0,"Homework","not banned"
"3089",3871,"open",79,3984,36,9,8,0,"Homework","not banned"
"3090",559,"open",4,667,3,3,0,0,"Science","not banned"
"3091",1149,"open",2,296,3,3,0,0,"Homework","not banned"
"3092",678,"open",9,806,3,5,3139,0,"Discussion","not banned"
"3093",1690,"open",5,2141,3,6,26,2,"Math","not banned"
"3094",2762,"open",11,737,1,8,1787,0,"Medicine","not banned"
"3095",3354,"open",3,434,1,4,203,0,"Science","not banned"
"3096",559,"open",0,350,0,2,7,0,"Homework","not banned"
"3097",2486,"open",3,405,1,4,9,0,"Science","not banned"
"3098",3308,"open",8,788,1,6,496,0,"Math","not banned"
"3099",758,"open",1,383,11,2,0,0,"Homework","not banned"
"3100",1366,"open",1,2218,1,2,0,0,"Misc","not banned"
"3101",4361,"open",28,2379,79,8,13,0,"Science","not banned"
"3102",889,"open",25,1542,33,12,0,0,"Science","not banned"
"3103",579,"open",9,714,382,8,41,0,"Medicine","not banned"
"3104",2814,"open",1,374,0,3,0,0,"Speculation","banned"
"3105",2226,"open",0,698,0,2,376,0,"Math","not banned"
"3106",618,"open",0,253,0,2,307,0,"Science","not banned"
"3107",1910,"open",0,446,2,2,3,0,"Science","not banned"
"3108",1198,"open",0,427,0,2,2536,0,"Discussion","not banned"
"3109",1284,"open",4,700,12,3,0,0,"Science","not banned"
"3110",939,"open",2,697,10,4,0,0,"Science","not banned"
"3111",2564,"open",0,405,0,2,318,0,"Math","not banned"
"3112",1094,"open",6,510,3,7,90,0,"Speculation","not banned"
"3113",15,"open",7,96,3,4,1085,0,"Science","not banned"
"3114",1684,"open",47,2073,13,19,0,0,"Speculation","banned"
"3115",376,"open",6,587,4,5,0,0,"Science","not banned"
"3116",3794,"open",1,407,0,3,755,0,"Discussion","not banned"
"3117",3186,"open",41,10997,993,14,1,0,"Medicine","not banned"
"3118",973,"open",3,463,4,3,0,0,"Homework","not banned"
"3119",3372,"open",8,1147,3,4,185,0,"Science","not banned"
"3120",2056,"open",14,910,4,7,72,0,"Medicine","not banned"
"3121",36,"open",6,270,2,4,2121,0,"Science","not banned"
"3122",1333,"open",21,5059,6,7,8,1,"Science","not banned"
"3123",785,"open",7,695,1,5,470,0,"Science","not banned"
"3124",2559,"open",14,1039,2,8,1470,0,"Discussion","not banned"
"3125",2628,"open",3,2146,0,4,1039,0,"Science","not banned"
"3126",362,"open",2,435,1,4,0,0,"Science","not banned"
"3127",3421,"open",16,620,2,6,329,0,"Discussion","not banned"
"3128",3121,"open",101,3063,3,17,629,0,"Discussion","not banned"
"3129",3231,"open",4,620,1,5,0,0,"Science","not banned"
"3130",3369,"open",3,697,0,3,119,0,"Science","not banned"
"3131",2586,"closed",18,1028,6,8,2,0,"Math","not banned"
"3132",3206,"open",4,720,1,4,242,0,"Science","not banned"
"3133",1070,"open",4,753,18,2,488,0,"Science","not banned"
"3134",1560,"open",1,929,0,3,0,0,"Science","not banned"
"3135",2501,"open",25,699,2,12,8,0,"Discussion","not banned"
"3136",1931,"open",11,811,3,6,4,0,"Speculation","not banned"
"3137",2811,"open",7,675,1,5,437,0,"Science","not banned"
"3138",520,"open",19,1255,31,6,1084,0,"Science","not banned"
"3139",2943,"open",10,610,32,9,32,0,"Science","banned"
"3140",1888,"open",1,998,0,2,1798,0,"Science","not banned"
"3141",1757,"open",1,384,1,2,213,0,"Science","not banned"
"3142",216,"open",3,191,1,3,74,0,"Homework","not banned"
"3143",1162,"open",7,445,5,5,772,0,"Science","not banned"
"3144",1397,"open",6,649,1,4,0,0,"Science","not banned"
"3145",3203,"open",3,686,15,5,78,1,"Math","not banned"
"3146",1064,"open",5,905,9,5,46,0,"Science","not banned"
"3147",3036,"open",4,606,1,5,310,0,"Science","not banned"
"3148",3451,"open",14,321,26,12,179,0,"Misc","not banned"
"3149",3573,"open",1,725,0,2,0,0,"Science","not banned"
"3150",965,"open",0,379,18,2,175,0,"Science","not banned"
"3151",1688,"closed",11,2277,1,8,2,0,"Misc","banned"
"3152",1682,"open",3,1086,1,3,838,0,"Science","not banned"
"3153",1291,"open",37,2086,8,10,273,0,"Discussion","not banned"
"3154",3362,"open",4,845,101,8,0,2,"Science","not banned"
"3155",805,"open",15,671,9,7,50,0,"Science","not banned"
"3156",3947,"closed",10,745,25,7,0,0,"Misc","not banned"
"3157",600,"closed",5,322,2,4,24,0,"Discussion","not banned"
"3158",203,"open",1,183,2,3,0,0,"Science","not banned"
"3159",1156,"open",3,637,1,5,0,0,"Science","not banned"
"3160",853,"open",13,666,40,10,1645,1,"Discussion","not banned"
"3161",97,"open",1,227,12,3,342,0,"Science","not banned"
"3162",1664,"open",7,1010,50,6,2349,0,"Math","not banned"
"3163",2929,"open",3,549,7,5,75,0,"Science","not banned"
"3164",1118,"open",8,3473,154,6,0,0,"Science","not banned"
"3165",970,"open",1,429,0,3,1528,0,"Discussion","not banned"
"3166",3394,"open",6,804,11,3,467,0,"Science","not banned"
"3167",3565,"open",4,7482,1,5,38,0,"Misc","not banned"
"3168",1902,"open",16,2587,413,14,0,1,"Misc","not banned"
"3169",1054,"open",2,1538,27,3,0,0,"Math","not banned"
"3170",3864,"open",108,6007,627,35,685,0,"Discussion","not banned"
"3171",3336,"open",0,1715,0,1,42,0,"Science","not banned"
"3172",3044,"open",1,1196,114,3,664,0,"Medicine","not banned"
"3173",3913,"open",1,844,4,2,275,0,"Science","not banned"
"3174",2681,"open",1,2445,362,3,1035,0,"Misc","not banned"
"3175",3430,"open",2,797,0,2,6,0,"Science","not banned"
"3176",2554,"open",9,579,0,2,338,0,"Science","not banned"
"3177",1848,"open",0,395,0,2,1478,0,"Science","not banned"
"3178",3212,"open",55,5403,222,14,938,3,"Misc","not banned"
"3179",2096,"open",2,617,1,3,1933,0,"Science","not banned"
"3180",2379,"open",6,915,4,2,1169,0,"Science","not banned"
"3181",2482,"open",7,946,6,5,98,0,"Science","not banned"
"3182",1860,"open",1,530,21,3,1466,0,"Science","not banned"
"3183",1326,"open",8,767,1,6,7,0,"Discussion","not banned"
"3184",177,"open",1,25,0,3,0,0,"Science","not banned"
"3185",3994,"open",8,982,3,6,97,0,"Science","not banned"
"3186",3293,"open",3,395,0,5,19,0,"Discussion","banned"
"3187",3519,"open",18,1662,9,4,421,0,"Science","not banned"
"3188",350,"open",0,224,1,2,0,0,"Homework","not banned"
"3189",1178,"open",0,429,5,2,0,0,"Speculation","not banned"
"3190",1401,"open",7,690,0,5,878,0,"Misc","not banned"
"3191",75,"open",13,323,2,10,2,0,"Discussion","not banned"
"3192",463,"open",39,2033,21,17,202,0,"Discussion","not banned"
"3193",3352,"open",21,1228,6,12,454,0,"Discussion","not banned"
"3194",714,"open",3,489,0,2,0,0,"Speculation","not banned"
"3195",3098,"closed",5,970,0,7,137,0,"Misc","not banned"
"3196",341,"open",1,255,0,2,923,0,"Discussion","not banned"
"3197",3105,"open",5,685,4,4,14,0,"Science","not banned"
"3198",3518,"open",19,1141,2,9,98,0,"Discussion","not banned"
"3199",2413,"open",1,433,6,3,1135,0,"Speculation","not banned"
"3200",2288,"open",6,775,0,5,22,3,"Science","not banned"
"3201",3545,"open",5,441,0,4,673,0,"Science","not banned"
"3202",853,"open",8,842,4,7,0,0,"Speculation","not banned"
"3203",1376,"open",8,1924,21,7,235,0,"Science","not banned"
"3204",3919,"open",5,876,1,4,199,0,"Misc","not banned"
"3205",3691,"closed",92,6359,111,19,31,3,"Misc","not banned"
"3206",2270,"open",0,352,1,2,315,0,"Homework","not banned"
"3207",1603,"closed",10,1064,2,6,49,0,"Discussion","banned"
"3208",3906,"open",3,768,0,4,349,0,"Misc","not banned"
"3209",3517,"open",6,958,1,5,444,0,"Misc","not banned"
"3210",2009,"open",1,330,0,3,642,0,"Discussion","not banned"
"3211",1745,"open",23,1795,12,12,906,1,"Misc","not banned"
"3212",1186,"open",1,560,2,2,0,0,"Discussion","not banned"
"3213",3827,"open",7,552,1,6,722,0,"Discussion","not banned"
"3214",1644,"open",2,509,4,2,0,0,"Science","not banned"
"3215",620,"closed",10,404,0,6,4,0,"Speculation","not banned"
"3216",2536,"open",32,3016,2127,10,1557,0,"Science","not banned"
"3217",3157,"open",11,816,2,5,704,0,"Science","not banned"
"3218",116,"open",8,378,5,7,1225,0,"Speculation","not banned"
"3219",1630,"open",20,2470,6,9,0,0,"Medicine","not banned"
"3220",1523,"open",2,685,45,5,1725,1,"Medicine","not banned"
"3221",1985,"open",3,1976,201,4,180,0,"Science","not banned"
"3222",34,"open",4,118,0,5,693,0,"Science","not banned"
"3223",2118,"closed",76,3513,13,20,1699,0,"Science","not banned"
"3224",1558,"open",10,922,8,3,58,0,"Science","banned"
"3225",3074,"open",6,908,1,5,730,0,"Math","not banned"
"3226",2046,"open",9,2319,3,7,108,1,"Science","not banned"
"3227",654,"open",1,536,11,3,1675,0,"Medicine","not banned"
"3228",748,"open",2,1221,2,4,1260,1,"Science","not banned"
"3229",911,"open",4,619,6,3,0,0,"Science","not banned"
"3230",252,"open",4,153,1,5,397,0,"Discussion","not banned"
"3231",2954,"open",1,502,0,2,176,0,"Math","not banned"
"3232",1612,"open",11,1045,1,7,2138,0,"Discussion","not banned"
"3233",1584,"open",0,248,0,2,128,0,"Discussion","not banned"
"3234",2662,"open",0,30,0,2,1,0,"Misc","not banned"
"3235",2486,"open",10,18854,1309,9,74,0,"Science","not banned"
"3236",2775,"open",33,30706,990,18,278,2,"Science","not banned"
"3237",2102,"open",2,5567,2,3,0,0,"Science","not banned"
"3238",1259,"open",0,535,3,2,1959,0,"Science","not banned"
"3239",3490,"open",0,531,0,2,4,0,"Misc","not banned"
"3240",1838,"open",10,813,1,6,2175,0,"Science","not banned"
"3241",3324,"open",3,612,1,3,160,0,"Science","not banned"
"3242",954,"open",5,3684,107,3,287,0,"Science","banned"
"3243",611,"open",15,611,9,9,98,0,"Discussion","not banned"
"3244",4075,"open",0,689,0,2,64,0,"Math","not banned"
"3245",1134,"open",4,678,10,3,0,0,"Medicine","not banned"
"3246",1016,"open",3,729,4,4,0,0,"Medicine","not banned"
"3247",3337,"open",96,1828,9,26,44,2,"Misc","not banned"
"3248",3333,"open",2,576,52,2,777,0,"Math","not banned"
"3249",96,"open",1,235,19,3,0,0,"Science","not banned"
"3250",3165,"open",0,475,0,2,0,0,"Science","not banned"
"3251",85,"open",9,419,8,5,0,0,"Science","not banned"
"3252",1120,"open",0,230,1,2,1731,0,"Discussion","banned"
"3253",449,"open",0,355,0,1,231,0,"Misc","banned"
"3254",1184,"open",31,1909,4,9,0,0,"Medicine","not banned"
"3255",2524,"open",1,579,0,3,0,0,"Math","not banned"
"3256",3131,"open",133,2733,25,21,575,0,"Misc","not banned"
"3257",2969,"open",32,3075,1530,4,591,0,"Math","not banned"
"3258",2215,"open",0,529,0,2,3,0,"Math","not banned"
"3259",2213,"open",12,836,0,8,1937,0,"Science","not banned"
"3260",1097,"open",2,1170,0,4,1007,0,"Science","not banned"
"3261",4091,"open",4,793,0,3,0,0,"Science","not banned"
"3262",502,"open",9,707,5,9,995,0,"Science","not banned"
"3263",3395,"open",1,426,0,2,17,0,"Discussion","not banned"
"3264",226,"open",19,654,3,9,0,0,"Science","not banned"
"3265",616,"open",5,549,4,6,253,0,"Science","not banned"
"3266",1867,"open",6,817,14,5,1069,1,"Science","not banned"
"3267",3824,"open",15,1034,1,7,0,0,"Math","not banned"
"3268",3781,"open",10,845,1,9,182,0,"Medicine","not banned"
"3269",3685,"open",11,949,73,7,39,0,"Science","not banned"
"3270",141,"open",1,147,0,3,17,0,"Science","not banned"
"3271",2850,"open",15,4593,1930,11,1300,2,"Misc","not banned"
"3272",2598,"open",3,516,0,5,6,0,"Science","not banned"
"3273",1694,"open",0,1331,9,2,211,0,"Science","not banned"
"3274",3637,"open",36,2153,30,12,213,0,"Science","not banned"
"3275",2081,"open",5,425,0,7,1098,0,"Speculation","not banned"
"3276",653,"open",19,814,44,10,2517,0,"Misc","not banned"
"3277",1972,"open",0,504,0,2,88,0,"Science","not banned"
"3278",758,"open",124,6192,471,33,0,0,"Discussion","not banned"
"3279",1118,"closed",7,904,1,7,22,0,"Science","not banned"
"3280",2055,"open",1,1202,1,2,0,0,"Math","not banned"
"3281",2961,"open",25,1140,2,14,745,0,"Discussion","not banned"
"3282",1445,"open",1,734,22,3,659,0,"Speculation","not banned"
"3283",465,"open",9,606,11,3,1639,0,"Speculation","not banned"
"3284",3606,"open",4,909,46,4,0,0,"Medicine","not banned"
"3285",3531,"open",0,417,1,1,13,0,"Science","not banned"
"3286",3606,"open",0,580,33,2,24,0,"Science","not banned"
"3287",3465,"open",8,953,8,7,156,0,"Math","not banned"
"3288",3627,"open",42,1977,109,19,223,0,"Discussion","not banned"
"3289",1026,"open",9,750,25,6,14,0,"Discussion","banned"
"3290",3437,"open",3,613,1,4,45,0,"Science","banned"
"3291",330,"closed",155,3235,33,23,2041,2,"Discussion","not banned"
"3292",764,"open",1,492,0,2,0,0,"Science","not banned"
"3293",1303,"open",16,1229,9,5,161,0,"Speculation","not banned"
"3294",2964,"open",3,553,1,5,300,0,"Math","not banned"
"3295",3132,"open",3,564,1,4,1009,0,"Medicine","not banned"
"3296",1815,"open",0,1849,116,1,63,0,"Math","not banned"
"3297",987,"open",17,1000,2,8,2,0,"Medicine","not banned"
"3298",3525,"open",59,3204,176,26,311,0,"Discussion","not banned"
"3299",1392,"open",11,2445,2,6,277,0,"Speculation","banned"
"3300",644,"open",0,526,1,2,0,0,"Math","not banned"
"3301",1682,"open",5,427,3,2,21,0,"Science","not banned"
"3302",3312,"open",3,426,3,4,0,0,"Science","not banned"
"3303",3754,"open",3,3854,1650,4,0,0,"Science","not banned"
"3304",3335,"open",7,530,8,5,186,0,"Science","not banned"
"3305",692,"open",14,884,17,10,55,0,"Science","not banned"
"3306",3171,"open",11,665,9,10,922,0,"Science","not banned"
"3307",2145,"open",0,442,0,3,1,1,"Misc","not banned"
"3308",1000,"open",1,306,0,2,0,0,"Discussion","not banned"
"3309",3394,"closed",1,664,0,3,173,0,"Misc","not banned"
"3310",3282,"open",2,442,1,3,522,0,"Science","not banned"
"3311",3567,"open",22,802,2,9,238,0,"Discussion","not banned"
"3312",636,"open",6,963,119,7,0,0,"Science","not banned"
"3313",910,"open",3,512,31,5,1149,0,"Discussion","banned"
"3314",2002,"open",24,2124,32,15,152,0,"Science","not banned"
"3315",417,"open",54,1668,46,6,1555,1,"Discussion","not banned"
"3316",422,"open",4,449,2,4,17,0,"Science","not banned"
"3317",175,"open",22,767,80,9,2995,0,"Discussion","not banned"
"3318",1866,"open",9,3889,2,5,1460,0,"Science","not banned"
"3319",746,"open",1,669,0,3,0,0,"Misc","not banned"
"3320",881,"open",24,1214,15,8,2903,0,"Science","not banned"
"3321",3988,"open",11,1076,2,3,134,0,"Science","not banned"
"3322",3552,"open",5,646,1,5,519,0,"Science","not banned"
"3323",1429,"open",1,1466,26,3,46,0,"Math","not banned"
"3324",1416,"open",2,1883,47,5,0,1,"Homework","not banned"
"3325",3592,"open",1,697,0,2,162,0,"Medicine","not banned"
"3326",2093,"open",29,1828,27,14,1,0,"Speculation","not banned"
"3327",1427,"open",10,989,2,4,86,0,"Science","not banned"
"3328",2791,"open",6,658,14,4,47,0,"Science","not banned"
"3329",2799,"open",1,323,0,2,0,0,"Homework","not banned"
"3330",794,"open",9,489,5,3,0,0,"Science","not banned"
"3331",1225,"open",18,1630,2,7,25,0,"Discussion","banned"
"3332",2534,"open",6,291,1,5,1210,0,"Discussion","not banned"
"3333",1141,"open",0,719,0,2,298,0,"Misc","not banned"
"3334",1654,"open",4,362,2,6,261,0,"Discussion","not banned"
"3335",3497,"open",1,692,0,3,216,0,"Science","not banned"
"3336",2349,"closed",6,939,0,7,3,2,"Discussion","not banned"
"3337",1067,"open",7,781,1,4,0,1,"Science","not banned"
"3338",933,"open",2,405,1,3,0,0,"Discussion","not banned"
"3339",2477,"open",5,965,105,5,295,0,"Math","not banned"
"3340",1969,"open",0,542,33,2,0,0,"Science","not banned"
"3341",3842,"open",4,468,0,3,91,0,"Discussion","not banned"
"3342",1093,"open",55,7165,5,15,7,0,"Math","not banned"
"3343",3723,"open",12,989,15,9,598,0,"Discussion","not banned"
"3344",1091,"open",5,546,19,3,2910,0,"Discussion","not banned"
"3345",3925,"closed",3,1182,1,2,61,0,"Misc","not banned"
"3346",3418,"open",68,1378,7,19,399,0,"Misc","not banned"
"3347",706,"open",0,665,13,2,0,0,"Science","not banned"
"3348",2553,"open",1,1836,0,2,80,0,"Math","not banned"
"3349",1107,"open",11,822,16,10,130,1,"Math","not banned"
"3350",3417,"open",0,432,0,2,119,0,"Science","not banned"
"3351",3536,"open",6,595,2,5,268,0,"Misc","not banned"
"3352",4408,"open",1,664,5,3,142,0,"Discussion","not banned"
"3353",2414,"open",50,3176,273,10,808,0,"Speculation","banned"
"3354",3153,"open",10,1236,14,9,259,0,"Medicine","not banned"
"3355",3869,"open",8,1991,2,7,671,0,"Science","not banned"
"3356",640,"open",4,650,374,3,0,0,"Science","not banned"
"3357",3290,"open",8,698,71,3,571,0,"Discussion","not banned"
"3358",2508,"open",1,455,1,3,211,0,"Science","not banned"
"3359",3496,"closed",3,488,0,4,104,0,"Discussion","not banned"
"3360",2289,"open",98,5398,371,12,1255,0,"Discussion","not banned"
"3361",2334,"open",13,1779,1367,2,469,0,"Science","not banned"
"3362",2172,"open",3,559,2,4,140,0,"Math","not banned"
"3363",1474,"open",13,1141,2,5,0,0,"Science","not banned"
"3364",907,"open",1,288,1,2,3106,0,"Discussion","not banned"
"3365",630,"open",2,355,4,4,834,0,"Science","not banned"
"3366",2120,"open",2,531,0,3,14,0,"Science","not banned"
"3367",3228,"open",32,2076,37,16,5,0,"Speculation","not banned"
"3368",887,"open",5,698,6,5,1484,0,"Science","not banned"
"3369",2449,"open",5,3162,1,4,246,0,"Science","not banned"
"3370",1122,"open",16,1896,16,5,982,0,"Science","not banned"
"3371",381,"open",2,365,1,2,85,0,"Math","not banned"
"3372",3700,"open",4,46,0,3,50,0,"Misc","not banned"
"3373",1187,"open",0,703,0,1,0,0,"Math","not banned"
"3374",3110,"open",0,482,0,2,0,0,"Science","not banned"
"3375",3103,"open",19,1470,151,13,39,0,"Speculation","not banned"
"3376",823,"open",8,733,2,5,12,0,"Math","not banned"
"3377",138,"open",5,249,1,4,0,0,"Speculation","not banned"
"3378",364,"open",10,360,14,7,170,0,"Science","not banned"
"3379",3324,"open",72,3253,41,12,220,1,"Discussion","not banned"
"3380",1474,"open",2,326,1,4,0,0,"Discussion","not banned"
"3381",613,"open",6,438,373,4,39,0,"Speculation","banned"
"3382",3216,"open",3,798,0,5,15,0,"Science","not banned"
"3383",3773,"open",8,895,123,7,2,0,"Science","not banned"
"3384",753,"open",69,3645,25,5,7,0,"Medicine","not banned"
"3385",2153,"open",6,555,2,3,1708,0,"Science","not banned"
"3386",3392,"open",2,634,6,3,91,0,"Science","not banned"
"3387",2383,"open",5,440,6,5,1041,0,"Speculation","not banned"
"3388",1442,"open",5,635,2,5,16,0,"Discussion","not banned"
"3389",627,"open",3,619,108,3,0,0,"Speculation","not banned"
"3390",2438,"open",129,7365,175,29,7,0,"Science","not banned"
"3391",423,"open",1,323,0,3,16,0,"Science","not banned"
"3392",1051,"open",13,781,12,6,16,0,"Science","banned"
"3393",2407,"open",0,1134,13,4,0,2,"Misc","not banned"
"3394",3302,"open",0,378,1,2,258,0,"Science","not banned"
"3395",1549,"open",3,5207,0,4,0,0,"Science","not banned"
"3396",1745,"open",3,993,15,4,359,0,"Science","not banned"
"3397",899,"open",3,4986,71,5,0,0,"Medicine","not banned"
"3398",922,"open",12,1139,54,8,2,1,"Science","not banned"
"3399",702,"open",14,806,24,8,1676,0,"Science","banned"
"3400",2374,"open",0,761,4,1,1307,0,"Misc","not banned"
"3401",1892,"open",3,334,0,3,1440,0,"Discussion","not banned"
"3402",1534,"open",36,2146,5,9,193,0,"Discussion","not banned"
"3403",576,"open",10,509,9,4,1,0,"Medicine","not banned"
"3404",2281,"open",0,701,1,2,129,0,"Medicine","not banned"
"3405",3472,"open",10,653,1,5,179,0,"Science","not banned"
"3406",862,"open",9,427,12,4,641,1,"Speculation","banned"
"3407",521,"open",3,451,9,5,33,0,"Science","banned"
"3408",1626,"open",1,353,1,3,80,0,"Speculation","not banned"
"3409",3859,"open",6,717,3,6,2,0,"Science","not banned"
"3410",2870,"open",4,750,4,4,835,0,"Science","not banned"
"3411",2776,"open",2,467,2,4,897,0,"Science","not banned"
"3412",1164,"open",0,421,0,2,12,0,"Science","not banned"
"3413",4536,"open",123,5158,720,40,13,0,"Discussion","not banned"
"3414",934,"open",25,1914,5,8,0,0,"Science","not banned"
"3415",101,"open",40,646,8,7,486,0,"Discussion","not banned"
"3416",2046,"open",9,7311,29,9,0,1,"Science","not banned"
"3417",467,"open",1,261,0,3,0,0,"Homework","not banned"
"3418",2315,"open",4,1001,13,5,1446,0,"Science","not banned"
"3419",1740,"open",2,877,481,3,60,0,"Science","not banned"
"3420",3357,"open",11,771,6,9,86,1,"Science","not banned"
"3421",2642,"closed",1,700,0,3,73,0,"Medicine","not banned"
"3422",1161,"open",10,1067,4,2,46,0,"Science","not banned"
"3423",892,"open",3,757,36,5,481,0,"Medicine","not banned"
"3424",2217,"open",2,592,0,3,262,0,"Homework","not banned"
"3425",2781,"open",4,341,1,6,763,0,"Discussion","not banned"
"3426",1453,"open",29,2638,248,11,253,0,"Science","not banned"
"3427",75,"open",5,382,32,5,2,0,"Science","not banned"
"3428",4344,"open",2,528,1,3,191,0,"Discussion","not banned"
"3429",806,"open",16,3194,256,9,0,0,"Math","banned"
"3430",3494,"open",9,1533,1,8,176,0,"Misc","not banned"
"3431",2360,"open",0,201,0,2,1184,0,"Discussion","not banned"
"3432",2773,"open",0,371,0,2,0,0,"Science","not banned"
"3433",1614,"open",5,618,1,4,16,0,"Science","not banned"
"3434",2228,"open",1,5630,5,2,0,0,"Science","not banned"
"3435",2628,"open",2,402,0,3,1142,0,"Discussion","not banned"
"3436",3594,"open",6,609,2,6,151,2,"Discussion","not banned"
"3437",2259,"open",74,4038,70,25,0,0,"Speculation","not banned"
"3438",2024,"closed",0,25,0,2,0,0,"Misc","not banned"
"3439",2315,"open",0,993,15,1,32,0,"Science","not banned"
"3440",701,"open",6,341,6,4,6,0,"Science","not banned"
"3441",1214,"open",82,5104,94,17,0,0,"Speculation","not banned"
"3442",64,"open",6,168,2,3,0,0,"Homework","not banned"
"3443",98,"open",1,168,1,2,341,0,"Science","not banned"
"3444",2472,"open",0,253,0,2,0,0,"Science","not banned"
"3445",3348,"open",1,479,2,2,406,0,"Science","not banned"
